order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,payment_method
ORD00291,2025-11-20,Monitor,Electronics,South,2,15000,0.015082704643555433,29547.52,UPI
ORD00292,2025-05-17,Phone,Electronics,East,4,30000,0.20555338652345173,95333.59,Cash
ORD00293,2025-01-18,Monitor,Electronics,North,1,15000,0.16204593241678358,12569.31,UPI
ORD00294,2025-12-21,Phone,Electronics,East,3,30000,0.1954392618934863,72410.47,Card
ORD00295,2025-06-12,Tablet,Electronics,North,3,22000,0.10704246587721833,58935.2,Net Banking
ORD00296,2025-03-05,Tablet,Electronics,East,4,22000,0.15948418606166123,73965.39,Net Banking
ORD00297,2025-08-13,Monitor,Electronics,North,4,15000,0.21405725094915187,47156.56,Net Banking
ORD00298,2025-04-27,Tablet,Electronics,West,6,22000,0.15776636071797187,111174.84,Card
ORD00299,2025-12-09,Phone,Electronics,South,4,30000,0.08691840870897583,109569.79,Cash
ORD00300,2025-04-18,Laptop,Electronics,North,6,65000,0.16563239859154996,325403.36,UPI
ORD00301,2025-07-20,Phone,Electronics,South,4,30000,0.16796354715351683,99844.37,Net Banking
ORD00302,2025-07-18,Monitor,Electronics,North,2,15000,0.24014674062665625,22795.6,UPI
ORD00303,2025-03-30,Laptop,Electronics,North,2,65000,0.0927280803854173,117945.35,Cash
ORD00304,2025-07-02,Monitor,Electronics,East,3,15000,0.1062704418785328,40217.83,Cash
ORD00305,2025-02-09,Tablet,Electronics,South,5,22000,0.2030307402967648,87666.62,Net Banking
ORD00306,2025-08-23,Laptop,Electronics,South,2,65000,0.1264405786856853,113562.72,Card
ORD00307,2025-10-04,Phone,Electronics,West,7,30000,0.18414327327893326,171329.91,UPI
ORD00308,2025-12-13,Tablet,Electronics,North,4,22000,0.11492736611339802,77886.39,Net Banking
ORD00309,2025-04-29,Phone,Electronics,South,7,30000,0.053873785453175116,198686.51,Cash
ORD00310,2025-04-15,Laptop,Electronics,North,5,65000,0.1863009606952527,264452.19,Card
ORD00311,2025-07-20,Headphones,Accessories,South,3,3500,0.03278879229617748,10155.72,Card
ORD00312,2025-09-10,Headphones,Accessories,South,2,3500,0.04964591588282702,6652.48,Card
ORD00313,2025-12-29,Laptop,Electronics,North,6,65000,0.15670624569605215,328884.56,Card
ORD00314,2025-01-10,Phone,Electronics,North,3,30000,0.18681745004801745,73186.43,Card
ORD00315,2025-03-28,Phone,Electronics,West,2,30000,0.22367197171695374,46579.68,Card
ORD00316,2025-04-06,Headphones,Accessories,North,7,3500,0.06814662435397292,22830.41,Card
ORD00317,2025-04-04,Headphones,Accessories,West,4,3500,0.027681064650138587,13612.47,UPI
ORD00318,2025-06-19,Headphones,Accessories,West,1,3500,0.23901166488065728,2663.46,Net Banking
ORD00319,2025-11-15,Monitor,Electronics,South,4,15000,0.03860577200553561,57683.65,UPI
ORD00320,2025-01-12,Headphones,Accessories,South,4,3500,0.04941674556365988,13308.17,UPI
ORD00321,2025-10-25,Phone,Electronics,West,7,30000,0.07283236338961643,194705.2,UPI
ORD00322,2025-08-14,Laptop,Electronics,West,5,65000,0.13234783850657186,281986.95,Net Banking
ORD00323,2025-08-13,Headphones,Accessories,North,2,3500,0.2207063915085195,5455.06,Card
ORD00324,2025-09-05,Monitor,Electronics,West,2,15000,0.19013650568246673,24295.9,Card
ORD00325,2025-02-12,Monitor,Electronics,West,5,15000,0.17703938846065878,61722.05,Card
ORD00326,2025-09-30,Phone,Electronics,North,1,30000,0.043795141964000917,28686.15,UPI
ORD00327,2025-04-01,Phone,Electronics,North,3,30000,0.08942065788149356,81952.14,Card
ORD00328,2025-07-08,Laptop,Electronics,East,1,65000,0.11960123152166949,57225.92,UPI
ORD00329,2025-09-05,Laptop,Electronics,North,1,65000,0.03685648837139646,62604.33,Net Banking
ORD00330,2025-08-09,Tablet,Electronics,East,7,22000,0.06835742553166813,143472.96,UPI
ORD00331,2025-04-28,Tablet,Electronics,North,1,22000,0.07708330098821106,20304.17,Card
ORD00332,2025-05-25,Phone,Electronics,East,1,30000,0.03181904958225981,29045.43,Net Banking
ORD00333,2025-06-23,Phone,Electronics,North,7,30000,0.1375599229770644,181112.42,Net Banking
ORD00334,2025-01-16,Monitor,Electronics,North,2,15000,0.17625704913104823,24712.29,Cash
ORD00335,2025-09-23,Tablet,Electronics,North,6,22000,0.017482907869215303,129692.26,UPI
ORD00336,2025-02-06,Monitor,Electronics,North,1,15000,0.12028077544078744,13195.79,Card
ORD00337,2025-06-17,Monitor,Electronics,East,2,15000,0.19555279881694876,24133.42,UPI
ORD00338,2025-08-28,Phone,Electronics,North,1,30000,0.18699753223811172,24390.07,Cash
ORD00339,2025-01-30,Phone,Electronics,West,5,30000,0.20376827405468853,119434.76,Card
ORD00340,2025-12-30,Monitor,Electronics,East,5,15000,0.11206015829265176,66595.49,Cash
ORD00341,2025-05-18,Headphones,Accessories,South,4,3500,0.20513927065996518,11128.05,Cash
ORD00342,2025-01-06,Phone,Electronics,West,2,30000,0.06018826780356737,56388.7,Net Banking
ORD00343,2025-08-29,Headphones,Accessories,East,1,3500,0.09020264035437883,3184.29,Card
ORD00344,2025-07-23,Tablet,Electronics,East,4,22000,0.04408889410445033,84120.18,Net Banking
ORD00345,2025-08-22,Monitor,Electronics,North,2,15000,0.11687113485714296,26493.87,Card
ORD00346,2025-10-02,Phone,Electronics,East,5,30000,0.09801500560386081,135297.75,Cash
ORD00347,2025-06-23,Monitor,Electronics,East,5,15000,0.06023177910357805,70482.62,Cash
ORD00348,2025-10-29,Monitor,Electronics,West,6,15000,0.1879451773076954,73084.93,Net Banking
ORD00349,2025-05-16,Laptop,Electronics,South,4,65000,0.07846169302791164,239599.96,Card
ORD00350,2025-07-18,Laptop,Electronics,East,1,65000,0.06820108253645893,60566.93,Net Banking
ORD00351,2025-02-27,Tablet,Electronics,South,2,22000,0.032722582712623766,42560.21,Card
ORD00352,2025-08-15,Laptop,Electronics,North,6,65000,0.10970542545048717,347214.88,Card
ORD00353,2025-04-06,Phone,Electronics,North,4,30000,0.0757411572093255,110911.06,Card
ORD00354,2025-09-12,Tablet,Electronics,West,5,22000,0.09231821033524215,99845.0,Cash
ORD00355,2025-10-20,Monitor,Electronics,East,4,15000,0.05899931565513816,56460.04,Cash
ORD00356,2025-11-10,Monitor,Electronics,South,2,15000,0.1907888724549751,24276.33,UPI
ORD00357,2025-12-06,Laptop,Electronics,East,7,65000,0.23250083683867934,349212.12,Net Banking
ORD00358,2025-02-14,Monitor,Electronics,North,6,15000,0.12448296319722191,78796.53,Net Banking
ORD00359,2025-02-20,Laptop,Electronics,North,7,65000,0.16074960583520814,381858.93,UPI
ORD00360,2025-12-05,Headphones,Accessories,East,6,3500,0.2167930691516765,16447.35,Net Banking
ORD00361,2025-05-20,Monitor,Electronics,East,3,15000,0.24970740933341465,33763.17,Cash
ORD00362,2025-01-10,Monitor,Electronics,West,2,15000,0.15337912118245803,25398.63,UPI
ORD00363,2025-04-15,Phone,Electronics,West,2,30000,0.22244486663496718,46653.31,Card
ORD00364,2025-11-02,Monitor,Electronics,South,7,15000,0.2271520616389105,81149.03,Net Banking
ORD00365,2025-05-10,Laptop,Electronics,West,4,65000,0.19786287195190558,208555.65,Card
ORD00366,2025-01-29,Tablet,Electronics,South,4,22000,0.11523284776827755,77859.51,Net Banking
ORD00367,2025-09-21,Tablet,Electronics,West,7,22000,0.020288500105974827,150875.57,Card
ORD00368,2025-03-13,Phone,Electronics,North,5,30000,0.003951388860033461,149407.29,UPI
ORD00369,2025-05-09,Laptop,Electronics,North,7,65000,0.11930015832073115,400718.43,Card
ORD00370,2025-01-02,Headphones,Accessories,North,7,3500,0.12357863338365443,21472.32,Cash
ORD00371,2025-08-08,Phone,Electronics,West,1,30000,0.10184059696574307,26944.78,Cash
ORD00372,2025-06-12,Headphones,Accessories,North,3,3500,0.14204183782284113,9008.56,Net Banking
ORD00373,2025-11-13,Tablet,Electronics,West,6,22000,0.13804067582610677,113778.63,UPI
ORD00374,2025-05-03,Phone,Electronics,East,6,30000,0.20915326025817324,142352.41,Net Banking
ORD00375,2025-03-16,Monitor,Electronics,North,2,15000,0.027164275815565603,29185.07,Cash
ORD00376,2025-03-02,Laptop,Electronics,West,3,65000,0.056294416526386365,184022.59,UPI
ORD00377,2025-03-15,Headphones,Accessories,North,4,3500,0.1982512447399076,11224.48,Net Banking
ORD00378,2025-06-14,Headphones,Accessories,North,6,3500,0.21195921680591365,16548.86,Card
ORD00379,2025-02-01,Phone,Electronics,East,1,30000,0.24870605340521695,22538.82,Cash
ORD00380,2025-05-27,Phone,Electronics,South,5,30000,0.21822800409677104,117265.8,Cash
ORD00381,2025-11-08,Laptop,Electronics,South,3,65000,0.22247475176808276,151617.42,UPI
ORD00382,2025-10-08,Monitor,Electronics,North,2,15000,0.07858698565747621,27642.39,UPI
ORD00383,2025-08-21,Monitor,Electronics,East,4,15000,0.1004154085023441,53975.08,Cash
ORD00384,2025-11-22,Phone,Electronics,North,3,30000,0.06702127620513776,83968.09,Card
ORD00385,2025-10-12,Laptop,Electronics,North,5,65000,0.1515748495481789,275738.17,UPI
ORD00386,2025-08-27,Laptop,Electronics,East,3,65000,0.2347013385517596,149233.24,UPI
ORD00387,2025-11-12,Laptop,Electronics,South,6,65000,0.08616022162790443,356397.51,Net Banking
ORD00388,2025-02-15,Monitor,Electronics,East,1,15000,0.13925044547036255,12911.24,UPI
ORD00389,2025-10-26,Monitor,Electronics,North,7,15000,0.07407490761337127,97222.13,UPI
ORD00390,2025-04-18,Laptop,Electronics,East,1,65000,0.042449993443176876,62240.75,Cash
ORD00391,2025-09-25,Headphones,Accessories,West,6,3500,0.04879638245466392,19975.28,UPI
ORD00392,2025-11-30,Laptop,Electronics,South,3,65000,0.014486336134532485,192175.16,Cash
ORD00393,2025-07-01,Phone,Electronics,South,3,30000,0.23732338075231435,68640.9,Cash
ORD00394,2025-02-02,Tablet,Electronics,East,1,22000,0.1007199021269074,19784.16,Cash
ORD00395,2025-05-16,Headphones,Accessories,East,5,3500,0.20853022300052704,13850.72,Card
ORD00396,2025-05-29,Monitor,Electronics,North,2,15000,0.17033236817242278,24890.03,Net Banking
ORD00397,2025-12-08,Laptop,Electronics,East,5,65000,0.04798029035277135,309406.41,Cash
ORD00398,2025-12-11,Laptop,Electronics,North,6,65000,0.043865561644771955,372892.43,Card
ORD00399,2025-07-27,Phone,Electronics,East,6,30000,0.2029970503776362,143460.53,UPI
ORD00400,2025-12-13,Phone,Electronics,West,5,30000,0.06617792765488434,140073.31,Card
ORD00401,2025-06-09,Monitor,Electronics,East,3,15000,0.22832129592549394,34725.54,UPI
ORD00402,2025-05-31,Headphones,Accessories,West,6,3500,0.035013851172372656,20264.71,UPI
ORD00403,2025-11-02,Phone,Electronics,South,6,30000,0.16942715361361738,149503.11,Card
ORD00404,2025-09-01,Monitor,Electronics,West,3,15000,0.20361846900773348,35837.17,UPI
ORD00405,2025-07-10,Tablet,Electronics,West,1,22000,0.05881409710391125,20706.09,UPI
ORD00406,2025-06-16,Tablet,Electronics,West,7,22000,0.06905184086414151,143366.02,Card
ORD00407,2025-09-15,Tablet,Electronics,East,2,22000,0.24112972153480042,33390.29,Cash
ORD00408,2025-10-03,Laptop,Electronics,East,5,65000,0.06614940133653957,303501.44,UPI
ORD00409,2025-06-29,Monitor,Electronics,East,2,15000,0.10748926247501195,26775.32,Card
ORD00410,2025-01-12,Laptop,Electronics,West,1,65000,0.10812889831059153,57971.62,UPI
ORD00411,2025-02-07,Laptop,Electronics,West,6,65000,0.06325868748242089,365329.11,UPI
ORD00412,2025-02-22,Phone,Electronics,South,2,30000,0.19394777160927262,48363.13,UPI
ORD00413,2025-06-18,Phone,Electronics,North,5,30000,0.1929623358072888,121055.65,Card
ORD00414,2025-08-13,Laptop,Electronics,North,5,65000,0.09457950355594641,294261.66,Cash
ORD00415,2025-10-21,Laptop,Electronics,North,1,65000,0.20878144777018343,51429.21,Net Banking
ORD00416,2025-03-26,Headphones,Accessories,North,2,3500,0.053268733599750595,6627.12,Cash
ORD00417,2025-10-15,Monitor,Electronics,North,6,15000,0.0010764439169196616,89903.12,Cash
ORD00418,2025-09-01,Laptop,Electronics,North,4,65000,0.14279184051393526,222874.12,Net Banking
ORD00419,2025-01-19,Phone,Electronics,West,1,30000,0.24851944311309462,22544.42,Card
ORD00420,2025-05-09,Tablet,Electronics,North,7,22000,0.009661077456721151,152512.19,Net Banking
ORD00421,2025-04-21,Monitor,Electronics,East,2,15000,0.05199951842711514,28440.01,Net Banking
ORD00422,2025-11-20,Headphones,Accessories,South,1,3500,0.12972866062177105,3045.95,Cash
ORD00423,2025-12-03,Headphones,Accessories,North,7,3500,0.20248518411121766,19539.11,Net Banking
ORD00424,2025-10-27,Tablet,Electronics,East,1,22000,0.022260501268763305,21510.27,UPI
ORD00425,2025-07-12,Tablet,Electronics,West,4,22000,0.09880866343972358,79304.84,Net Banking
ORD00426,2025-06-29,Laptop,Electronics,West,7,65000,0.18676895015747158,370020.13,Cash
ORD00427,2025-04-24,Monitor,Electronics,West,5,15000,0.09288580210159039,68033.56,UPI
ORD00428,2025-10-10,Monitor,Electronics,,5,15000,0.047209105118909744,71459.32,UPI
ORD00429,2025-02-01,Laptop,Electronics,East,3,65000,0.04887395684914683,185469.58,Cash
ORD00430,2025-04-09,Headphones,Accessories,North,1,3500,0.10251219672874856,3141.21,Card
ORD00431,2025-02-19,Laptop,Electronics,West,5,65000,0.11985426870147278,286047.36,Card
ORD00432,2025-06-30,Headphones,Accessories,East,7,3500,0.2154536044540035,19221.39,Card
ORD00433,2025-04-20,Monitor,Electronics,South,1,15000,0.16056310464199838,12591.55,Net Banking
ORD00434,2025-03-14,Laptop,Electronics,South,7,65000,0.17260048862887536,376466.78,Card
ORD00435,2025-05-18,Tablet,Electronics,East,3,22000,0.24574679288397674,49780.71,UPI
ORD00436,2025-11-11,Laptop,Electronics,North,4,65000,0.10296086007524344,233230.18,Card
ORD00437,2025-07-23,Tablet,Electronics,West,2,22000,0.10083860081228208,39563.1,UPI
ORD00438,2025-10-28,Monitor,Electronics,South,5,15000,0.23083674193145307,57687.24,Cash
ORD00439,2025-11-30,Laptop,Electronics,North,2,65000,0.06146889675126466,122009.04,Net Banking
ORD00440,2025-11-26,Phone,Electronics,South,2,30000,0.18245381157571666,49052.77,Net Banking
ORD00441,2025-05-09,Monitor,Electronics,West,6,15000,0.18864328455453366,73022.1,Cash
ORD00442,2025-11-17,Phone,Electronics,South,1,30000,0.02444699936136077,29266.59,Net Banking
ORD00443,2025-11-28,Laptop,Electronics,East,4,65000,0.117057851423396,229564.96,Card
ORD00444,2025-12-17,Tablet,Electronics,West,5,22000,0.050140617830388506,104484.53,Cash
ORD00445,2025-05-09,Tablet,Electronics,North,1,22000,0.04634381820062142,20980.44,UPI
ORD00446,2025-03-25,Headphones,Accessories,West,3,3500,0.11595702761571905,9282.45,Cash
ORD00447,2025-08-02,Phone,Electronics,South,3,30000,0.07235742687701624,83487.83,Cash
ORD00448,2025-12-07,Monitor,Electronics,East,5,15000,0.19901511190646773,60073.87,UPI
ORD00449,2025-11-25,Tablet,Electronics,North,7,22000,0.2269012228476206,119057.21,Cash
ORD00450,2025-07-28,Phone,Electronics,North,6,30000,0.2006801513220914,143877.57,Cash
ORD00451,2025-02-24,Monitor,Electronics,West,2,15000,0.06650771815541631,28004.77,Card
ORD00452,2025-06-04,Monitor,Electronics,West,1,15000,0.06853359842215209,13972.0,Cash
ORD00453,2025-09-18,Tablet,Electronics,West,1,22000,0.06368208752936685,20598.99,Card
ORD00454,2025-07-24,Laptop,Electronics,East,5,65000,0.03375952401405902,314028.15,Card
ORD00455,2025-05-07,Tablet,Electronics,South,2,22000,0.2359495920259278,33618.22,UPI
ORD00456,2025-05-06,Tablet,Electronics,North,2,22000,0.10051194953926734,39577.47,Card
ORD00457,2025-01-22,Laptop,Electronics,South,6,65000,0.056172368636468434,368092.78,Net Banking
ORD00458,2025-04-16,Headphones,Accessories,East,7,3500,0.21166776262706088,19314.14,Net Banking
ORD00459,2025-09-02,Monitor,Electronics,South,6,15000,0.09979882566444762,81018.11,Cash
ORD00460,2025-03-30,Laptop,Electronics,South,2,65000,0.008779202777416645,128858.7,Cash
ORD00461,2025-12-29,Headphones,Accessories,North,5,3500,0.040485392562407796,16791.51,Cash
ORD00462,2025-01-31,Laptop,Electronics,South,5,65000,0.1598125850890425,273060.91,Card
ORD00463,2025-08-03,Headphones,Accessories,North,2,3500,0.195726318542931,5629.92,Card
ORD00464,2025-07-01,Tablet,Electronics,North,4,22000,0.05273359712217823,83359.44,Cash
ORD00465,2025-11-01,Laptop,Electronics,North,4,65000,0.22934889731653554,200369.29,Net Banking
ORD00466,2025-11-21,Monitor,Electronics,East,3,15000,0.2127492800130411,35426.28,Card
ORD00467,2025-07-18,Laptop,Electronics,South,6,65000,0.21209518851527023,307282.88,Cash
ORD00468,2025-08-19,Tablet,Electronics,North,5,22000,0.05691528669980353,103739.32,Card
ORD00469,2025-09-13,Laptop,Electronics,East,4,65000,0.012633997162514427,256715.16,Card
ORD00470,2025-07-10,Monitor,Electronics,North,6,15000,0.21685588487064592,70482.97,Card
ORD00471,2025-03-09,Headphones,Accessories,North,6,3500,0.07645005718464185,19394.55,UPI
ORD00472,2025-06-06,Monitor,Electronics,North,4,15000,0.15472909529338147,50716.25,Card
ORD00473,2025-03-30,Tablet,Electronics,South,2,22000,0.18999172092518252,35640.36,Cash
ORD00474,2025-06-19,Tablet,Electronics,West,6,22000,0.03207331462778004,127766.32,Cash
ORD00475,2025-08-13,Headphones,Accessories,North,6,3500,0.19520958862976198,16900.6,Net Banking
ORD00476,2025-03-18,Headphones,Accessories,South,7,3500,0.23462786474026645,18751.62,UPI
ORD00477,2025-04-02,Monitor,Electronics,North,2,15000,0.18209374143660226,24537.19,Net Banking
ORD00478,2025-10-28,Laptop,Electronics,South,3,65000,0.11030568712013952,173490.39,Net Banking
ORD00479,2025-05-18,Headphones,Accessories,East,7,3500,0.21916953468792572,19130.35,Card
ORD00480,2025-03-14,Laptop,Electronics,South,4,65000,0.13186440751813974,225715.25,Card
ORD00481,2025-09-18,Phone,Electronics,East,7,30000,0.18619273195418853,170899.53,Card
ORD00482,2025-09-19,Monitor,Electronics,West,1,15000,0.20512648596465102,11923.1,Cash
ORD00483,2025-10-29,Phone,Electronics,West,1,30000,0.1873382154247515,24379.85,Net Banking
ORD00484,2025-10-05,Headphones,Accessories,East,6,3500,0.07196371901203849,19488.76,Cash
ORD00485,2025-12-29,Tablet,Electronics,East,3,22000,0.02946097522645777,64055.58,Cash
ORD00486,2025-07-29,Phone,Electronics,West,4,30000,0.05958463234051503,112849.84,Cash
ORD00487,2025-04-15,Phone,Electronics,West,3,30000,0.1257187342450883,78685.31,UPI
ORD00488,2025-11-11,Tablet,Electronics,South,3,22000,0.12631923057327396,57662.93,Cash
ORD00489,2025-04-07,Headphones,Accessories,North,7,3500,0.1456610873286344,20931.3,UPI
ORD00490,2025-04-17,Headphones,Accessories,North,1,3500,0.09877545938697271,3154.29,Net Banking
ORD00491,2025-10-30,Monitor,Electronics,West,6,15000,0.19672284536250692,72294.94,Net Banking
ORD00492,2025-11-18,Monitor,Electronics,East,7,15000,0.22828843758680195,81029.71,Cash
ORD00493,2025-05-04,Headphones,Accessories,South,5,3500,0.06168126336986782,16420.58,Card
ORD00494,2025-09-24,Headphones,Accessories,South,3,3500,0.184130804425472,8566.63,Cash
ORD00495,2025-12-03,Phone,Electronics,South,2,30000,0.16949296313626117,49830.42,Cash
ORD00496,2025-10-19,Tablet,Electronics,West,5,22000,0.13077262481982874,95615.01,Cash
ORD00497,2025-01-02,Laptop,Electronics,East,4,65000,0.04713255846854006,247745.53,Cash
ORD00498,2025-08-31,Phone,Electronics,West,2,30000,0.19880806464567738,48071.52,UPI
ORD00499,2025-03-04,Monitor,Electronics,South,3,15000,0.24015657140720817,34192.95,UPI
ORD00500,2025-11-05,Tablet,Electronics,South,7,22000,0.18045908305840336,126209.3,Card
ORD00501,2025-01-25,Laptop,Electronics,North,2,65000,0.2294649991564335,100169.55,Cash
ORD00502,2025-12-29,Headphones,Accessories,West,2,3500,0.24604631623699993,5277.68,Card
ORD00503,2025-03-06,Monitor,Electronics,East,5,15000,0.08801266855980955,68399.05,Cash
ORD00504,2025-06-03,Monitor,Electronics,East,2,15000,0.15955588823158423,25213.32,Card
ORD00505,2025-03-27,Phone,Electronics,South,7,30000,0.11848318440951949,185118.53,Net Banking
ORD00506,2025-10-25,Tablet,Electronics,South,7,22000,0.24665718671580752,116014.79,Card
ORD00507,2025-05-24,Tablet,Electronics,West,7,22000,0.02345195600193123,150388.4,Net Banking
ORD00508,2025-09-29,Phone,Electronics,South,7,30000,0.10309372857430615,188350.32,Card
ORD00509,2025-01-25,Phone,Electronics,East,2,30000,0.21888476113180905,46866.91,Card
ORD00510,2025-06-15,Phone,Electronics,North,2,30000,0.07101282763162886,55739.23,Cash
ORD00511,2025-11-29,Monitor,Electronics,South,3,15000,0.19694821265971818,36137.33,Card
ORD00512,2025-12-05,Headphones,Accessories,West,4,3500,0.09569579069506393,12660.26,UPI
ORD00513,2025-03-18,Monitor,Electronics,North,7,15000,0.24499463497253957,79275.56,Card
ORD00514,2025-05-24,Monitor,Electronics,North,6,15000,0.22088245910592688,70120.58,Net Banking
ORD00515,2025-05-30,Monitor,Electronics,West,5,15000,0.07533008941565383,69350.24,UPI
ORD00516,2025-07-26,Laptop,Electronics,South,7,65000,0.19254827838446378,367390.53,Card
ORD00517,2025-07-16,Monitor,Electronics,South,5,15000,0.08421413595831717,68683.94,Cash
ORD00518,2025-02-08,Laptop,Electronics,East,3,65000,0.15159071005388378,165439.81,Cash
ORD00519,2025-10-06,Tablet,Electronics,North,3,22000,0.164620192098323,55135.07,Card
ORD00520,2025-03-24,Tablet,Electronics,North,4,22000,0.20739885227142624,69748.9,UPI
ORD00521,2025-04-25,Phone,Electronics,North,1,30000,0.00611271022050372,29816.62,UPI
ORD00522,2025-11-03,Laptop,Electronics,North,6,65000,0.05503947278807492,368534.61,Card
ORD00523,2025-09-09,Laptop,Electronics,North,5,65000,0.17797945264714468,267156.68,Net Banking
ORD00524,2025-05-25,Monitor,Electronics,East,6,15000,0.14088080924238433,77320.73,UPI
ORD00525,2025-11-30,Phone,Electronics,South,4,30000,0.12390126955028577,105131.85,Net Banking
ORD00526,2025-05-24,Phone,Electronics,North,6,30000,0.013802489176995114,177515.55,Cash
ORD00527,2025-07-26,Monitor,Electronics,North,7,15000,0.08706897086536405,95857.76,UPI
ORD00528,2025-03-31,Laptop,Electronics,South,4,65000,0.21627505797766208,203768.48,Card
ORD00529,2025-03-08,Monitor,Electronics,West,4,15000,0.007723209259008046,59536.61,UPI
ORD00530,2025-06-29,Monitor,Electronics,South,1,15000,0.09910905884120302,13513.36,Net Banking
ORD00531,2025-07-25,Tablet,Electronics,North,6,22000,0.23628707191769316,100810.11,Cash
ORD00532,2025-10-22,Laptop,Electronics,North,7,65000,0.012720183636253657,449212.32,Card
ORD00533,2025-05-23,Laptop,Electronics,South,5,65000,0.1874264377611592,264086.41,Card
ORD00534,2025-11-23,Phone,Electronics,North,7,30000,0.06440315404550911,196475.34,Cash
ORD00535,2025-08-10,Tablet,Electronics,West,7,22000,0.21665220803841811,120635.56,UPI
ORD00536,2025-01-26,Laptop,Electronics,West,6,65000,0.18651699473984126,317258.37,
ORD00537,2025-09-27,Tablet,Electronics,South,4,22000,0.22142629271459072,68514.49,UPI
ORD00538,2025-07-29,Laptop,Electronics,West,1,65000,0.0539811976078165,61491.22,Cash
ORD00539,2025-05-23,Tablet,Electronics,South,1,22000,0.13282318870465123,19077.89,Cash
ORD00540,2025-06-20,Laptop,Electronics,North,2,65000,0.19481748589370018,104673.73,Card
ORD00541,2025-04-21,Headphones,Accessories,West,4,3500,0.061424935748745246,13140.05,UPI
ORD00542,2025-08-13,Laptop,Electronics,West,6,65000,0.05768657631680424,367502.24,Card
ORD00543,2025-07-26,Laptop,Electronics,South,4,65000,0.0067955333743962565,258233.16,Net Banking
ORD00544,2025-06-13,Laptop,Electronics,East,1,65000,0.23962882349386308,49424.13,UPI
ORD00545,2025-04-15,Monitor,Electronics,North,2,15000,0.17750422001365584,24674.87,UPI
ORD00546,2025-05-26,Laptop,Electronics,East,7,65000,0.1588900885025462,382705.01,UPI
ORD00547,2025-07-01,Tablet,Electronics,East,7,22000,0.18599868067374772,125356.2,Net Banking
ORD00548,2025-06-22,Tablet,Electronics,East,3,22000,0.13290322967385984,57228.39,UPI
ORD00549,2025-04-23,Tablet,Electronics,East,6,22000,0.11903345527260259,116287.58,Cash
ORD00550,2025-08-01,Headphones,Accessories,East,6,3500,0.11238306028088021,18639.96,Net Banking
ORD00551,2025-03-24,Monitor,Electronics,East,7,15000,0.16010980302591032,88188.47,Cash
ORD00552,2025-07-02,Phone,Electronics,West,7,30000,0.0503837438480958,199419.41,Card
ORD00553,2025-02-14,Monitor,Electronics,North,5,15000,0.22201467375371742,58348.9,UPI
ORD00554,2025-06-22,Phone,Electronics,South,3,30000,0.20293809280481628,71735.57,UPI
ORD00555,2025-10-14,Monitor,Electronics,South,5,15000,0.08739090286300846,68445.68,UPI
ORD00556,2025-10-26,Tablet,Electronics,East,3,22000,0.1446523242031311,56452.95,Net Banking
ORD00557,2025-09-11,Headphones,Accessories,North,3,3500,0.035256824987503654,10129.8,UPI
ORD00558,2025-09-30,Monitor,Electronics,South,5,15000,0.2430865619833995,56768.51,UPI
ORD00559,2025-01-25,Headphones,Accessories,West,4,3500,0.22572317190757088,10839.88,Net Banking
ORD00560,2025-05-05,Monitor,Electronics,North,5,15000,0.2304743766248001,57714.42,Card
ORD00561,2025-08-27,Tablet,Electronics,East,3,22000,0.0830407619258629,60519.31,Card
ORD00562,2025-10-20,Laptop,Electronics,East,3,65000,0.042283676845713936,186754.68,Cash
ORD00563,2025-08-01,Tablet,Electronics,South,1,22000,0.052943040866577584,20835.25,Cash
ORD00564,2025-11-08,Laptop,Electronics,North,5,65000,0.022500347761272466,317687.39,Net Banking
ORD00565,2025-04-10,Monitor,Electronics,North,5,15000,0.030027657525346085,72747.93,Card
ORD00566,2025-02-26,Phone,Electronics,South,7,30000,0.017826133546211348,206256.51,Cash
ORD00567,2025-02-01,Phone,Electronics,North,4,30000,0.24745576730121838,90305.31,Net Banking
ORD00568,2025-08-01,Phone,Electronics,North,4,30000,0.018514420842268398,117778.27,Card
ORD00569,2025-08-31,Headphones,Accessories,North,1,3500,0.033135520237853405,3384.03,Card
ORD00570,2025-04-15,Tablet,Electronics,North,2,22000,0.2068136488976841,34900.2,Net Banking
ORD00571,2025-10-14,Monitor,Electronics,West,3,15000,0.14506005418573578,38472.3,UPI
ORD00572,2025-09-27,Tablet,Electronics,East,3,22000,0.1936043011423331,53222.12,UPI
ORD00573,2025-05-12,Phone,Electronics,North,3,30000,0.15772800194316375,75804.48,Cash
ORD00574,2025-03-29,Laptop,Electronics,East,3,65000,0.220543767582237,151993.97,Net Banking
ORD00575,2025-09-28,Laptop,Electronics,North,6,65000,0.15961688194118515,327749.42,UPI
ORD00576,2025-09-03,Phone,Electronics,South,1,30000,0.13053127322578773,26084.06,Net Banking
ORD00577,2025-03-04,Monitor,Electronics,North,3,15000,0.17818742344032493,36981.57,Net Banking
ORD00578,2025-04-04,Tablet,Electronics,North,2,22000,0.11184818794802737,39078.68,Net Banking
ORD00579,2025-06-27,Monitor,Electronics,North,3,15000,0.08651595572618367,41106.78,Card
ORD00580,2025-07-06,Laptop,Electronics,South,5,65000,0.11691311311255312,287003.24,Card
ORD00581,2025-03-02,Laptop,Electronics,South,1,65000,0.042428526274640166,62242.15,Cash
